file,type,freq,detune,level
0073.wav,0,30.0,77.77777777777777,34.0
0074.wav,0,30.0,77.77777777777777,45.0
0075.wav,0,30.0,77.77777777777777,56.0
0076.wav,0,30.0,77.77777777777777,67.0
0077.wav,0,30.0,77.77777777777777,78.0
0078.wav,0,30.0,77.77777777777777,89.0
0079.wav,0,30.0,77.77777777777777,100.0
0080.wav,0,30.0,88.88888888888889,1.0
0081.wav,0,30.0,88.88888888888889,12.0
0082.wav,0,30.0,88.88888888888889,23.0
0083.wav,0,30.0,88.88888888888889,34.0
0084.wav,0,30.0,88.88888888888889,45.0
0085.wav,0,30.0,88.88888888888889,56.0
0086.wav,0,30.0,88.88888888888889,67.0
0087.wav,0,30.0,88.88888888888889,78.0
0088.wav,0,30.0,88.88888888888889,89.0
0089.wav,0,30.0,88.88888888888889,100.0
0090.wav,0,30.0,100.0,1.0
0091.wav,0,30.0,100.0,12.0
0092.wav,0,30.0,100.0,23.0
0093.wav,0,30.0,100.0,34.0
0094.wav,0,30.0,100.0,45.0
0095.wav,0,30.0,100.0,56.0
0096.wav,0,30.0,100.0,67.0
0097.wav,0,30.0,100.0,78.0
0098.wav,0,30.0,100.0,89.0
0099.wav,0,30.0,100.0,100.0
0100.wav,0,37.77777777777778,0.0,1.0
0101.wav,0,37.77777777777778,0.0,12.0
0102.wav,0,37.77777777777778,0.0,23.0
0103.wav,0,37.77777777777778,0.0,34.0
0104.wav,0,37.77777777777778,0.0,45.0
0105.wav,0,37.77777777777778,0.0,56.0
0106.wav,0,37.77777777777778,0.0,67.0
0107.wav,0,37.77777777777778,0.0,78.0
0108.wav,0,37.77777777777778,0.0,89.0
0109.wav,0,37.77777777777778,0.0,100.0
0110.wav,0,37.77777777777778,11.11111111111111,1.0
0111.wav,0,37.77777777777778,11.11111111111111,12.0
0112.wav,0,37.77777777777778,11.11111111111111,23.0
0113.wav,0,37.77777777777778,11.11111111111111,34.0
0114.wav,0,37.77777777777778,11.11111111111111,45.0
0115.wav,0,37.77777777777778,11.11111111111111,56.0
0116.wav,0,37.77777777777778,11.11111111111111,67.0
0117.wav,0,37.77777777777778,11.11111111111111,78.0
0118.wav,0,37.77777777777778,11.11111111111111,89.0
0119.wav,0,37.77777777777778,11.11111111111111,100.0
0120.wav,0,37.77777777777778,22.22222222222222,1.0
0121.wav,0,37.77777777777778,22.22222222222222,12.0
0122.wav,0,37.77777777777778,22.22222222222222,23.0
0123.wav,0,37.77777777777778,22.22222222222222,34.0
0124.wav,0,37.77777777777778,22.22222222222222,45.0
0125.wav,0,37.77777777777778,22.22222222222222,56.0
0126.wav,0,37.77777777777778,22.22222222222222,67.0
0127.wav,0,37.77777777777778,22.22222222222222,78.0
0128.wav,0,37.77777777777778,22.22222222222222,89.0
0129.wav,0,37.77777777777778,22.22222222222222,100.0
0130.wav,0,37.77777777777778,33.33333333333333,1.0
0131.wav,0,37.77777777777778,33.33333333333333,12.0
0132.wav,0,37.77777777777778,33.33333333333333,23.0
0133.wav,0,37.77777777777778,33.33333333333333,34.0
0134.wav,0,37.77777777777778,33.33333333333333,45.0
0135.wav,0,37.77777777777778,33.33333333333333,56.0
0136.wav,0,37.77777777777778,33.33333333333333,67.0
0137.wav,0,37.77777777777778,33.33333333333333,78.0
0138.wav,0,37.77777777777778,33.33333333333333,89.0
0139.wav,0,37.77777777777778,33.33333333333333,100.0
0140.wav,0,37.77777777777778,44.44444444444444,1.0
0141.wav,0,37.77777777777778,44.44444444444444,12.0
0142.wav,0,37.77777777777778,44.44444444444444,23.0
0143.wav,0,37.77777777777778,44.44444444444444,34.0
0144.wav,0,37.77777777777778,44.44444444444444,45.0
0145.wav,0,37.77777777777778,44.44444444444444,56.0
0146.wav,0,37.77777777777778,44.44444444444444,67.0
0147.wav,0,37.77777777777778,44.44444444444444,78.0
0148.wav,0,37.77777777777778,44.44444444444444,89.0
0149.wav,0,37.77777777777778,44.44444444444444,100.0
0150.wav,0,37.77777777777778,55.55555555555556,1.0
0151.wav,0,37.77777777777778,55.55555555555556,12.0
0152.wav,0,37.77777777777778,55.55555555555556,23.0
0153.wav,0,37.77777777777778,55.55555555555556,34.0
0154.wav,0,37.77777777777778,55.55555555555556,45.0
0155.wav,0,37.77777777777778,55.55555555555556,56.0
0156.wav,0,37.77777777777778,55.55555555555556,67.0
0157.wav,0,37.77777777777778,55.55555555555556,78.0
0158.wav,0,37.77777777777778,55.55555555555556,89.0
0159.wav,0,37.77777777777778,55.55555555555556,100.0
0160.wav,0,37.77777777777778,66.66666666666666,1.0
0161.wav,0,37.77777777777778,66.66666666666666,12.0
0162.wav,0,37.77777777777778,66.66666666666666,23.0
0163.wav,0,37.77777777777778,66.66666666666666,34.0
0164.wav,0,37.77777777777778,66.66666666666666,45.0
0165.wav,0,37.77777777777778,66.66666666666666,56.0
0166.wav,0,37.77777777777778,66.66666666666666,67.0
0167.wav,0,37.77777777777778,66.66666666666666,78.0
0168.wav,0,37.77777777777778,66.66666666666666,89.0
0169.wav,0,37.77777777777778,66.66666666666666,100.0
0170.wav,0,37.77777777777778,77.77777777777777,1.0
0171.wav,0,37.77777777777778,77.77777777777777,12.0
0172.wav,0,37.77777777777778,77.77777777777777,23.0
0173.wav,0,37.77777777777778,77.77777777777777,34.0
0174.wav,0,37.77777777777778,77.77777777777777,45.0
0175.wav,0,37.77777777777778,77.77777777777777,56.0
0176.wav,0,37.77777777777778,77.77777777777777,67.0
0177.wav,0,37.77777777777778,77.77777777777777,78.0
0178.wav,0,37.77777777777778,77.77777777777777,89.0
0179.wav,0,37.77777777777778,77.77777777777777,100.0
0180.wav,0,37.77777777777778,88.88888888888889,1.0
0181.wav,0,37.77777777777778,88.88888888888889,12.0
0182.wav,0,37.77777777777778,88.88888888888889,23.0
0183.wav,0,37.77777777777778,88.88888888888889,34.0
0184.wav,0,37.77777777777778,88.88888888888889,45.0
0185.wav,0,37.77777777777778,88.88888888888889,56.0
0186.wav,0,37.77777777777778,88.88888888888889,67.0
0187.wav,0,37.77777777777778,88.88888888888889,78.0
0188.wav,0,37.77777777777778,88.88888888888889,89.0
0189.wav,0,37.77777777777778,88.88888888888889,100.0
0190.wav,0,37.77777777777778,100.0,1.0
0191.wav,0,37.77777777777778,100.0,12.0
0192.wav,0,37.77777777777778,100.0,23.0
0193.wav,0,37.77777777777778,100.0,34.0
0194.wav,0,37.77777777777778,100.0,45.0
0195.wav,0,37.77777777777778,100.0,56.0
0196.wav,0,37.77777777777778,100.0,67.0
0197.wav,0,37.77777777777778,100.0,78.0
0198.wav,0,37.77777777777778,100.0,89.0
0199.wav,0,37.77777777777778,100.0,100.0
0200.wav,0,45.55555555555556,0.0,1.0
0201.wav,0,45.55555555555556,0.0,12.0
0202.wav,0,45.55555555555556,0.0,23.0
0203.wav,0,45.55555555555556,0.0,34.0
0204.wav,0,45.55555555555556,0.0,45.0
0205.wav,0,45.55555555555556,0.0,56.0
0206.wav,0,45.55555555555556,0.0,67.0
0207.wav,0,45.55555555555556,0.0,78.0
0208.wav,0,45.55555555555556,0.0,89.0
0209.wav,0,45.55555555555556,0.0,100.0
0210.wav,0,45.55555555555556,11.11111111111111,1.0
0211.wav,0,45.55555555555556,11.11111111111111,12.0
0212.wav,0,45.55555555555556,11.11111111111111,23.0
0213.wav,0,45.55555555555556,11.11111111111111,34.0
0214.wav,0,45.55555555555556,11.11111111111111,45.0
0215.wav,0,45.55555555555556,11.11111111111111,56.0
0216.wav,0,45.55555555555556,11.11111111111111,67.0
0217.wav,0,45.55555555555556,11.11111111111111,78.0
0218.wav,0,45.55555555555556,11.11111111111111,89.0
0219.wav,0,45.55555555555556,11.11111111111111,100.0
0220.wav,0,45.55555555555556,22.22222222222222,1.0
0221.wav,0,45.55555555555556,22.22222222222222,12.0
0222.wav,0,45.55555555555556,22.22222222222222,23.0
0223.wav,0,45.55555555555556,22.22222222222222,34.0
0224.wav,0,45.55555555555556,22.22222222222222,45.0
0225.wav,0,45.55555555555556,22.22222222222222,56.0
0226.wav,0,45.55555555555556,22.22222222222222,67.0
0227.wav,0,45.55555555555556,22.22222222222222,78.0
0228.wav,0,45.55555555555556,22.22222222222222,89.0
0229.wav,0,45.55555555555556,22.22222222222222,100.0
0230.wav,0,45.55555555555556,33.33333333333333,1.0
0231.wav,0,45.55555555555556,33.33333333333333,12.0
0232.wav,0,45.55555555555556,33.33333333333333,23.0
0233.wav,0,45.55555555555556,33.33333333333333,34.0
0234.wav,0,45.55555555555556,33.33333333333333,45.0
0235.wav,0,45.55555555555556,33.33333333333333,56.0
0236.wav,0,45.55555555555556,33.33333333333333,67.0
0237.wav,0,45.55555555555556,33.33333333333333,78.0
0238.wav,0,45.55555555555556,33.33333333333333,89.0
0239.wav,0,45.55555555555556,33.33333333333333,100.0
0240.wav,0,45.55555555555556,44.44444444444444,1.0
0241.wav,0,45.55555555555556,44.44444444444444,12.0
0242.wav,0,45.55555555555556,44.44444444444444,23.0
0243.wav,0,45.55555555555556,44.44444444444444,34.0
0244.wav,0,45.55555555555556,44.44444444444444,45.0
0245.wav,0,45.55555555555556,44.44444444444444,56.0
0246.wav,0,45.55555555555556,44.44444444444444,67.0
0247.wav,0,45.55555555555556,44.44444444444444,78.0
0248.wav,0,45.55555555555556,44.44444444444444,89.0
0249.wav,0,45.55555555555556,44.44444444444444,100.0
0250.wav,0,45.55555555555556,55.55555555555556,1.0
0251.wav,0,45.55555555555556,55.55555555555556,12.0
0252.wav,0,45.55555555555556,55.55555555555556,23.0
0253.wav,0,45.55555555555556,55.55555555555556,34.0
0254.wav,0,45.55555555555556,55.55555555555556,45.0
0255.wav,0,45.55555555555556,55.55555555555556,56.0
0256.wav,0,45.55555555555556,55.55555555555556,67.0
0257.wav,0,45.55555555555556,55.55555555555556,78.0
0258.wav,0,45.55555555555556,55.55555555555556,89.0
0259.wav,0,45.55555555555556,55.55555555555556,100.0
0260.wav,0,45.55555555555556,66.66666666666666,1.0
0261.wav,0,45.55555555555556,66.66666666666666,12.0
0262.wav,0,45.55555555555556,66.66666666666666,23.0
0263.wav,0,45.55555555555556,66.66666666666666,34.0
0264.wav,0,45.55555555555556,66.66666666666666,45.0
0265.wav,0,45.55555555555556,66.66666666666666,56.0
0266.wav,0,45.55555555555556,66.66666666666666,67.0
0267.wav,0,45.55555555555556,66.66666666666666,78.0
0268.wav,0,45.55555555555556,66.66666666666666,89.0
0269.wav,0,45.55555555555556,66.66666666666666,100.0
0270.wav,0,45.55555555555556,77.77777777777777,1.0
0271.wav,0,45.55555555555556,77.77777777777777,12.0
0272.wav,0,45.55555555555556,77.77777777777777,23.0
0273.wav,0,45.55555555555556,77.77777777777777,34.0
0274.wav,0,45.55555555555556,77.77777777777777,45.0
0275.wav,0,45.55555555555556,77.77777777777777,56.0
0276.wav,0,45.55555555555556,77.77777777777777,67.0
0277.wav,0,45.55555555555556,77.77777777777777,78.0
0278.wav,0,45.55555555555556,77.77777777777777,89.0
0279.wav,0,45.55555555555556,77.77777777777777,100.0
0280.wav,0,45.55555555555556,88.88888888888889,1.0
0281.wav,0,45.55555555555556,88.88888888888889,12.0
0282.wav,0,45.55555555555556,88.88888888888889,23.0
0283.wav,0,45.55555555555556,88.88888888888889,34.0
0284.wav,0,45.55555555555556,88.88888888888889,45.0
0285.wav,0,45.55555555555556,88.88888888888889,56.0
0286.wav,0,45.55555555555556,88.88888888888889,67.0
0287.wav,0,45.55555555555556,88.88888888888889,78.0
0288.wav,0,45.55555555555556,88.88888888888889,89.0
0289.wav,0,45.55555555555556,88.88888888888889,100.0
0290.wav,0,45.55555555555556,100.0,1.0
0291.wav,0,45.55555555555556,100.0,12.0
0292.wav,0,45.55555555555556,100.0,23.0
0293.wav,0,45.55555555555556,100.0,34.0
0294.wav,0,45.55555555555556,100.0,45.0
0295.wav,0,45.55555555555556,100.0,56.0
0296.wav,0,45.55555555555556,100.0,67.0
0297.wav,0,45.55555555555556,100.0,78.0
0298.wav,0,45.55555555555556,100.0,89.0
0299.wav,0,45.55555555555556,100.0,100.0
0300.wav,0,53.33333333333333,0.0,1.0
0301.wav,0,53.33333333333333,0.0,12.0
0302.wav,0,53.33333333333333,0.0,23.0
0303.wav,0,53.33333333333333,0.0,34.0
0304.wav,0,53.33333333333333,0.0,45.0
0305.wav,0,53.33333333333333,0.0,56.0
0306.wav,0,53.33333333333333,0.0,67.0
0307.wav,0,53.33333333333333,0.0,78.0
0308.wav,0,53.33333333333333,0.0,89.0
0309.wav,0,53.33333333333333,0.0,100.0
0310.wav,0,53.33333333333333,11.11111111111111,1.0
0311.wav,0,53.33333333333333,11.11111111111111,12.0
0312.wav,0,53.33333333333333,11.11111111111111,23.0
0313.wav,0,53.33333333333333,11.11111111111111,34.0
0314.wav,0,53.33333333333333,11.11111111111111,45.0
0315.wav,0,53.33333333333333,11.11111111111111,56.0
0316.wav,0,53.33333333333333,11.11111111111111,67.0
0317.wav,0,53.33333333333333,11.11111111111111,78.0
0318.wav,0,53.33333333333333,11.11111111111111,89.0
0319.wav,0,53.33333333333333,11.11111111111111,100.0
0320.wav,0,53.33333333333333,22.22222222222222,1.0
0321.wav,0,53.33333333333333,22.22222222222222,12.0
0322.wav,0,53.33333333333333,22.22222222222222,23.0
0323.wav,0,53.33333333333333,22.22222222222222,34.0
0324.wav,0,53.33333333333333,22.22222222222222,45.0
0325.wav,0,53.33333333333333,22.22222222222222,56.0
0326.wav,0,53.33333333333333,22.22222222222222,67.0
0327.wav,0,53.33333333333333,22.22222222222222,78.0
0328.wav,0,53.33333333333333,22.22222222222222,89.0
0329.wav,0,53.33333333333333,22.22222222222222,100.0
0330.wav,0,53.33333333333333,33.33333333333333,1.0
0331.wav,0,53.33333333333333,33.33333333333333,12.0
0332.wav,0,53.33333333333333,33.33333333333333,23.0
0333.wav,0,53.33333333333333,33.33333333333333,34.0
0334.wav,0,53.33333333333333,33.33333333333333,45.0
0335.wav,0,53.33333333333333,33.33333333333333,56.0
0336.wav,0,53.33333333333333,33.33333333333333,67.0
0337.wav,0,53.33333333333333,33.33333333333333,78.0
0338.wav,0,53.33333333333333,33.33333333333333,89.0
0339.wav,0,53.33333333333333,33.33333333333333,100.0
0340.wav,0,53.33333333333333,44.44444444444444,1.0
0341.wav,0,53.33333333333333,44.44444444444444,12.0
0342.wav,0,53.33333333333333,44.44444444444444,23.0
0343.wav,0,53.33333333333333,44.44444444444444,34.0
0344.wav,0,53.33333333333333,44.44444444444444,45.0
0345.wav,0,53.33333333333333,44.44444444444444,56.0
0346.wav,0,53.33333333333333,44.44444444444444,67.0
0347.wav,0,53.33333333333333,44.44444444444444,78.0
0348.wav,0,53.33333333333333,44.44444444444444,89.0
0349.wav,0,53.33333333333333,44.44444444444444,100.0
0350.wav,0,53.33333333333333,55.55555555555556,1.0
0351.wav,0,53.33333333333333,55.55555555555556,12.0
0352.wav,0,53.33333333333333,55.55555555555556,23.0
0353.wav,0,53.33333333333333,55.55555555555556,34.0
0354.wav,0,53.33333333333333,55.55555555555556,45.0
0355.wav,0,53.33333333333333,55.55555555555556,56.0
0356.wav,0,53.33333333333333,55.55555555555556,67.0
0357.wav,0,53.33333333333333,55.55555555555556,78.0
0358.wav,0,53.33333333333333,55.55555555555556,89.0
0359.wav,0,53.33333333333333,55.55555555555556,100.0
0360.wav,0,53.33333333333333,66.66666666666666,1.0
0361.wav,0,53.33333333333333,66.66666666666666,12.0
0362.wav,0,53.33333333333333,66.66666666666666,23.0
0363.wav,0,53.33333333333333,66.66666666666666,34.0
0364.wav,0,53.33333333333333,66.66666666666666,45.0
0365.wav,0,53.33333333333333,66.66666666666666,56.0
0366.wav,0,53.33333333333333,66.66666666666666,67.0
0367.wav,0,53.33333333333333,66.66666666666666,78.0
0368.wav,0,53.33333333333333,66.66666666666666,89.0
0369.wav,0,53.33333333333333,66.66666666666666,100.0
0370.wav,0,53.33333333333333,77.77777777777777,1.0
0371.wav,0,53.33333333333333,77.77777777777777,12.0
0372.wav,0,53.33333333333333,77.77777777777777,23.0
0373.wav,0,53.33333333333333,77.77777777777777,34.0
0374.wav,0,53.33333333333333,77.77777777777777,45.0
0375.wav,0,53.33333333333333,77.77777777777777,56.0
0376.wav,0,53.33333333333333,77.77777777777777,67.0
0377.wav,0,53.33333333333333,77.77777777777777,78.0
0378.wav,0,53.33333333333333,77.77777777777777,89.0
0379.wav,0,53.33333333333333,77.77777777777777,100.0
0380.wav,0,53.33333333333333,88.88888888888889,1.0
0381.wav,0,53.33333333333333,88.88888888888889,12.0
0382.wav,0,53.33333333333333,88.88888888888889,23.0
0383.wav,0,53.33333333333333,88.88888888888889,34.0
0384.wav,0,53.33333333333333,88.88888888888889,45.0
0385.wav,0,53.33333333333333,88.88888888888889,56.0
0386.wav,0,53.33333333333333,88.88888888888889,67.0
0387.wav,0,53.33333333333333,88.88888888888889,78.0
0388.wav,0,53.33333333333333,88.88888888888889,89.0
0389.wav,0,53.33333333333333,88.88888888888889,100.0
0390.wav,0,53.33333333333333,100.0,1.0
0391.wav,0,53.33333333333333,100.0,12.0
0392.wav,0,53.33333333333333,100.0,23.0
0393.wav,0,53.33333333333333,100.0,34.0
0394.wav,0,53.33333333333333,100.0,45.0
0395.wav,0,53.33333333333333,100.0,56.0
0396.wav,0,53.33333333333333,100.0,67.0
0397.wav,0,53.33333333333333,100.0,78.0
0398.wav,0,53.33333333333333,100.0,89.0
0399.wav,0,53.33333333333333,100.0,100.0
0400.wav,0,61.111111111111114,0.0,1.0
0401.wav,0,61.111111111111114,0.0,12.0
0402.wav,0,61.111111111111114,0.0,23.0
0403.wav,0,61.111111111111114,0.0,34.0
0404.wav,0,61.111111111111114,0.0,45.0
0405.wav,0,61.111111111111114,0.0,56.0
0406.wav,0,61.111111111111114,0.0,67.0
0407.wav,0,61.111111111111114,0.0,78.0
0408.wav,0,61.111111111111114,0.0,89.0
0409.wav,0,61.111111111111114,0.0,100.0
0410.wav,0,61.111111111111114,11.11111111111111,1.0
0411.wav,0,61.111111111111114,11.11111111111111,12.0
0412.wav,0,61.111111111111114,11.11111111111111,23.0
0413.wav,0,61.111111111111114,11.11111111111111,34.0
0414.wav,0,61.111111111111114,11.11111111111111,45.0
0415.wav,0,61.111111111111114,11.11111111111111,56.0
0416.wav,0,61.111111111111114,11.11111111111111,67.0
0417.wav,0,61.111111111111114,11.11111111111111,78.0
0418.wav,0,61.111111111111114,11.11111111111111,89.0
0419.wav,0,61.111111111111114,11.11111111111111,100.0
0420.wav,0,61.111111111111114,22.22222222222222,1.0
0421.wav,0,61.111111111111114,22.22222222222222,12.0
0422.wav,0,61.111111111111114,22.22222222222222,23.0
0423.wav,0,61.111111111111114,22.22222222222222,34.0
0424.wav,0,61.111111111111114,22.22222222222222,45.0
0425.wav,0,61.111111111111114,22.22222222222222,56.0
0426.wav,0,61.111111111111114,22.22222222222222,67.0
0427.wav,0,61.111111111111114,22.22222222222222,78.0
0428.wav,0,61.111111111111114,22.22222222222222,89.0
0429.wav,0,61.111111111111114,22.22222222222222,100.0
0430.wav,0,61.111111111111114,33.33333333333333,1.0
0431.wav,0,61.111111111111114,33.33333333333333,12.0
0432.wav,0,61.111111111111114,33.33333333333333,23.0
0433.wav,0,61.111111111111114,33.33333333333333,34.0
0434.wav,0,61.111111111111114,33.33333333333333,45.0
0435.wav,0,61.111111111111114,33.33333333333333,56.0
0436.wav,0,61.111111111111114,33.33333333333333,67.0
0437.wav,0,61.111111111111114,33.33333333333333,78.0
0438.wav,0,61.111111111111114,33.33333333333333,89.0
0439.wav,0,61.111111111111114,33.33333333333333,100.0
0440.wav,0,61.111111111111114,44.44444444444444,1.0
0441.wav,0,61.111111111111114,44.44444444444444,12.0
0442.wav,0,61.111111111111114,44.44444444444444,23.0
0443.wav,0,61.111111111111114,44.44444444444444,34.0
0444.wav,0,61.111111111111114,44.44444444444444,45.0
0445.wav,0,61.111111111111114,44.44444444444444,56.0
0446.wav,0,61.111111111111114,44.44444444444444,67.0
0447.wav,0,61.111111111111114,44.44444444444444,78.0
0448.wav,0,61.111111111111114,44.44444444444444,89.0
0449.wav,0,61.111111111111114,44.44444444444444,100.0
0450.wav,0,61.111111111111114,55.55555555555556,1.0
0451.wav,0,61.111111111111114,55.55555555555556,12.0
0452.wav,0,61.111111111111114,55.55555555555556,23.0
0453.wav,0,61.111111111111114,55.55555555555556,34.0
0454.wav,0,61.111111111111114,55.55555555555556,45.0
0455.wav,0,61.111111111111114,55.55555555555556,56.0
0456.wav,0,61.111111111111114,55.55555555555556,67.0
0457.wav,0,61.111111111111114,55.55555555555556,78.0
0458.wav,0,61.111111111111114,55.55555555555556,89.0
0459.wav,0,61.111111111111114,55.55555555555556,100.0
0460.wav,0,61.111111111111114,66.66666666666666,1.0
0461.wav,0,61.111111111111114,66.66666666666666,12.0
0462.wav,0,61.111111111111114,66.66666666666666,23.0
0463.wav,0,61.111111111111114,66.66666666666666,34.0
0464.wav,0,61.111111111111114,66.66666666666666,45.0
0465.wav,0,61.111111111111114,66.66666666666666,56.0
0466.wav,0,61.111111111111114,66.66666666666666,67.0
0467.wav,0,61.111111111111114,66.66666666666666,78.0
0468.wav,0,61.111111111111114,66.66666666666666,89.0
0469.wav,0,61.111111111111114,66.66666666666666,100.0
0470.wav,0,61.111111111111114,77.77777777777777,1.0
0471.wav,0,61.111111111111114,77.77777777777777,12.0
0472.wav,0,61.111111111111114,77.77777777777777,23.0
0473.wav,0,61.111111111111114,77.77777777777777,34.0
0474.wav,0,61.111111111111114,77.77777777777777,45.0
0475.wav,0,61.111111111111114,77.77777777777777,56.0
0476.wav,0,61.111111111111114,77.77777777777777,67.0
0477.wav,0,61.111111111111114,77.77777777777777,78.0
0478.wav,0,61.111111111111114,77.77777777777777,89.0
0479.wav,0,61.111111111111114,77.77777777777777,100.0
0480.wav,0,61.111111111111114,88.88888888888889,1.0
0481.wav,0,61.111111111111114,88.88888888888889,12.0
0482.wav,0,61.111111111111114,88.88888888888889,23.0
0483.wav,0,61.111111111111114,88.88888888888889,34.0
0484.wav,0,61.111111111111114,88.88888888888889,45.0
0485.wav,0,61.111111111111114,88.88888888888889,56.0
0486.wav,0,61.111111111111114,88.88888888888889,67.0
0487.wav,0,61.111111111111114,88.88888888888889,78.0
0488.wav,0,61.111111111111114,88.88888888888889,89.0
0489.wav,0,61.111111111111114,88.88888888888889,100.0
0490.wav,0,61.111111111111114,100.0,1.0
0491.wav,0,61.111111111111114,100.0,12.0
0492.wav,0,61.111111111111114,100.0,23.0
0493.wav,0,61.111111111111114,100.0,34.0
0494.wav,0,61.111111111111114,100.0,45.0
0495.wav,0,61.111111111111114,100.0,56.0
0496.wav,0,61.111111111111114,100.0,67.0
0497.wav,0,61.111111111111114,100.0,78.0
0498.wav,0,61.111111111111114,100.0,89.0
0499.wav,0,61.111111111111114,100.0,100.0
0500.wav,0,68.88888888888889,0.0,1.0
0501.wav,0,68.88888888888889,0.0,12.0
0502.wav,0,68.88888888888889,0.0,23.0
0503.wav,0,68.88888888888889,0.0,34.0
0504.wav,0,68.88888888888889,0.0,45.0
0505.wav,0,68.88888888888889,0.0,56.0
0506.wav,0,68.88888888888889,0.0,67.0
0507.wav,0,68.88888888888889,0.0,78.0
0508.wav,0,68.88888888888889,0.0,89.0
0509.wav,0,68.88888888888889,0.0,100.0
0510.wav,0,68.88888888888889,11.11111111111111,1.0
0511.wav,0,68.88888888888889,11.11111111111111,12.0
0512.wav,0,68.88888888888889,11.11111111111111,23.0
0513.wav,0,68.88888888888889,11.11111111111111,34.0
0514.wav,0,68.88888888888889,11.11111111111111,45.0
0515.wav,0,68.88888888888889,11.11111111111111,56.0
0516.wav,0,68.88888888888889,11.11111111111111,67.0
0517.wav,0,68.88888888888889,11.11111111111111,78.0
0518.wav,0,68.88888888888889,11.11111111111111,89.0
0519.wav,0,68.88888888888889,11.11111111111111,100.0
0520.wav,0,68.88888888888889,22.22222222222222,1.0
0521.wav,0,68.88888888888889,22.22222222222222,12.0
0522.wav,0,68.88888888888889,22.22222222222222,23.0
0523.wav,0,68.88888888888889,22.22222222222222,34.0
0524.wav,0,68.88888888888889,22.22222222222222,45.0
0525.wav,0,68.88888888888889,22.22222222222222,56.0
0526.wav,0,68.88888888888889,22.22222222222222,67.0
0527.wav,0,68.88888888888889,22.22222222222222,78.0
0528.wav,0,68.88888888888889,22.22222222222222,89.0
